lat,lon
37.5899114,127.0160835
37.602147,127.0323885
37.610815,127.01923
37.597249,127.012414
37.586997,127.01655
37.605354,127.032504
37.610223,127.051364
37.604566,127.010684
37.616076,127.008492
37.600384,127.031191
37.6092,127.055244
37.594102,126.998311
